时间,开盘,最高,最低,收盘,总手(万),金额(亿)
"2007-03-19,一",2864.26,3038,2852.86,3014.44,10997175200,94819910000
"2007-03-20,二",3024.78,3033.02,2998.8,3032.2,9276189000,81627441000
"2007-03-21,三",3042.1,3057.71,3020.95,3057.38,9919012600,89306939000
"2007-03-22,四",3080.6,3099.82,3059.38,3071.23,12606554500,1.13E+11
"2007-03-23,五",3071.81,3085.32,3008.15,3074.29,11868641600,1.05E+11
"2007-03-26,一",3083.94,3123.18,3069.47,3122.81,12266053600,1.10E+11
"2007-03-27,二",3126.03,3145.04,3103.78,3138.83,12457893000,1.14E+11
"2007-03-28,三",3140.68,3180.33,3052.08,3173.02,16726793000,1.51E+11
"2007-03-29,四",3179.8,3273.73,3176.53,3197.54,14953965000,1.40E+11
"2007-03-30,五",3178.5,3212.39,3157.03,3183.98,8942400600,82999416000
"2007-04-02,一",3196.59,3253.44,3196.59,3252.59,9735044500,93321540000
"2007-04-03,二",3265.68,3292.58,3251.52,3291.3,10860139100,1.07E+11
"2007-04-04,三",3295.98,3308.15,3266.56,3291.54,11261610700,1.13E+11
"2007-04-05,四",3286.16,3326.92,3259.63,3319.14,11452805000,1.14E+11
"2007-04-06,五",3287.68,3334.22,3273.86,3323.59,11964488000,1.22E+11
"2007-04-09,一",3333.42,3399.52,3333.26,3398.95,13731409000,1.40E+11
"2007-04-10,二",3405.23,3444.37,3351.11,3444.29,14780727000,1.53E+11
"2007-04-11,三",3454.42,3497.52,3428.78,3495.22,14757211000,1.56E+11
"2007-04-12,四",3503.23,3532.86,3488.08,3531.03,13538987000,1.48E+11
"2007-04-13,五",3537.22,3563.86,3504.16,3518.27,15069586000,1.66E+11
"2007-04-16,一",3523.22,3597.22,3523.22,3596.44,13103910100,1.46E+11
"2007-04-17,二",3611.63,3622.89,3510.5,3611.87,16066064000,1.76E+11
"2007-04-18,三",3614.68,3623.87,3564.23,3612.4,15048541000,1.67E+11
"2007-04-19,四",3610.02,3617.44,3358.93,3449.02,17272553000,1.88E+11
"2007-04-20,五",3460.9,3591.46,3460.9,3584.2,13888929000,1.56E+11
"2007-04-23,一",3615.79,3710.89,3615.79,3710.89,16349811000,1.83E+11
"2007-04-24,二",3736.15,3762.39,3689.13,3720.53,17438933000,2.04E+11
"2007-04-25,三",3708.57,3769.25,3653.99,3743.96,15176305000,1.75E+11
"2007-04-26,四",3766.48,3784.68,3732.6,3783.06,11725696800,1.42E+11
"2007-04-27,五",3788.75,3802.92,3720.6,3759.87,13217545500,1.63E+11
"2007-04-30,一",3784.27,3851.35,3759.48,3841.27,14652570000,1.86E+11
"2007-05-08,二",3937.94,3964.71,3901.33,3950.01,16056819000,2.05E+11
"2007-05-09,三",3961.1,4015.22,3875.38,4013.09,20839744000,2.55E+11
"2007-05-10,四",4021.42,4072.14,3991.48,4049.7,17111393000,2.08E+11
"2007-05-11,五",4024.42,4039.67,3949.37,4021.68,14063820000,1.83E+11
"2007-05-14,一",3970.66,4081.43,3940.36,4046.39,13932621000,1.85E+11
"2007-05-15,二",4055.83,4069.85,3891.36,3899.18,15667754000,2.06E+11
"2007-05-16,三",3890.81,3987.41,3845.23,3986.04,13171977300,1.72E+11
"2007-05-17,四",4002.49,4064.28,3983,4048.29,13927798000,1.88E+11
"2007-05-18,五",4041.39,4052.1,3999.17,4030.26,13075627400,1.74E+11
"2007-05-21,一",3902.35,4083.42,3892.98,4072.23,15617106000,2.10E+11
"2007-05-22,二",4091.14,4136.63,4086.83,4110.38,17356208000,2.33E+11
"2007-05-23,三",4125.43,4175.44,4093.92,4173.71,16139947000,2.19E+11
"2007-05-24,四",4188.68,4208.39,4089.39,4151.13,18098438000,2.52E+11
"2007-05-25,五",4133.19,4190.47,4111.26,4179.78,15419285000,2.21E+11
"2007-05-28,一",4221.58,4283.93,4215.24,4272.11,17861516000,2.58E+11
"2007-05-29,二",4288.98,4335.96,4262.02,4334.92,17209763000,2.49E+11
"2007-05-30,三",4087.41,4275.24,4015.51,4053.09,18559672000,2.71E+11
"2007-05-31,四",4006.28,4178.11,3858.04,4109.65,17311530000,2.40E+11
"2007-06-01,五",4120.63,4181.28,3966.98,4000.74,16093497000,2.28E+11
"2007-06-04,一",3981.82,3987.27,3659.09,3670.4,11485935600,1.46E+11
"2007-06-05,二",3564.43,3768.56,3404.15,3767.1,15713795000,1.79E+11
"2007-06-06,三",3781.38,3821.7,3682.79,3776.32,14587384000,1.75E+11
"2007-06-07,四",3787.7,3891.4,3779.5,3890.8,14236647000,1.78E+11
"2007-06-08,五",3900.03,3935.79,3852.05,3913.14,13587719000,1.79E+11
"2007-06-11,一",3942.01,4000.42,3930.74,3995.68,13384273900,1.79E+11
"2007-06-12,二",4011.68,4073.18,3910,4072.14,14947239000,2.05E+11
"2007-06-13,三",4110.74,4193.45,4102.04,4176.48,16694849000,2.20E+11
"2007-06-14,四",4162.21,4179.73,4085.79,4115.21,13838559000,1.86E+11
"2007-06-15,五",4085.66,4152.54,4067.36,4132.87,10866553100,1.52E+11
"2007-06-18,一",4195.39,4267.74,4193.31,4253.35,12897774800,1.82E+11
"2007-06-19,二",4247.75,4280.85,4209.58,4269.52,12458181300,1.79E+11
"2007-06-20,三",4269.46,4312,4164.28,4181.32,13521277000,1.92E+11
"2007-06-21,四",4170.89,4256.54,4147.05,4230.82,11291985500,1.62E+11
"2007-06-22,五",4230.97,4249.43,4024.49,4091.45,11969203600,1.68E+11
"2007-06-25,一",4102.79,4131.13,3912.42,3941.08,10160665400,1.41E+11
"2007-06-26,二",3863.25,3976.19,3818.85,3973.37,9381746800,1.22E+11
"2007-06-27,三",3985.72,4090.72,3948.29,4078.6,9511348000,1.26E+11
"2007-06-28,四",4080.19,4113.28,3912.81,3914.2,9783160900,1.27E+11
"2007-06-29,五",3824.29,3919.35,3779.81,3820.7,8609998500,1.05E+11
"2007-07-02,一",3800.23,3859.86,3724.19,3836.29,7425405900,89585502000
"2007-07-03,二",3854.72,3906.76,3821.46,3899.72,6974921600,85506976000
"2007-07-04,三",3906.01,3916.48,3800.28,3816.17,5647477600,72263450000
"2007-07-05,四",3769.64,3778.4,3614.53,3615.87,6340593500,73755081000
"2007-07-06,五",3599.82,3785.35,3563.54,3781.35,8073724100,92306322000
"2007-07-09,一",3809.67,3900.9,3782.73,3883.22,8348053900,99410612000
"2007-07-10,二",3895.91,3929.42,3841.8,3853.02,7656333400,93739497000
"2007-07-11,三",3837.8,3879.29,3812.14,3865.72,5135387900,62299661000
"2007-07-12,四",3874.04,3925.6,3861.04,3915.99,5515836300,70286328000
"2007-07-13,五",3920.83,3935.51,3878.18,3914.4,4602447100,56375761000
"2007-07-16,一",3920.65,3931.87,3820.57,3821.92,4761528000,58881864000
"2007-07-17,二",3809.56,3919.78,3767.22,3896.19,4871222300,60523645000
"2007-07-18,三",3880.85,3971.61,3861.91,3930.06,6287183300,80028948000
"2007-07-19,四",3918.54,3947.33,3887.59,3912.94,4873759500,62965662000
"2007-07-20,五",3918.41,4062.12,3918.41,4058.85,8311064500,1.05E+11
"2007-07-23,一",4091.24,4220.32,4091.24,4213.36,12166896300,1.54E+11
"2007-07-24,二",4238.32,4284.83,4192.72,4210.33,11098925100,1.42E+11
"2007-07-25,三",4212.95,4325.38,4212.23,4323.97,9395004200,1.26E+11
"2007-07-26,四",4347.78,4371.51,4304.19,4346.46,9921066800,1.33E+11
"2007-07-27,五",4315.37,4357.34,4268.79,4345.36,10024581300,1.38E+11
"2007-07-30,一",4348.61,4450.19,4345.79,4440.77,11258976700,1.54E+11
"2007-07-31,二",4432.27,4476.63,4379.2,4471.03,10856141000,1.50E+11
"2007-08-01,三",4488.77,4502.3,4284.87,4300.56,12629287300,1.71E+11
"2007-08-02,四",4316.57,4431.85,4290.81,4407.73,9827857800,1.41E+11
"2007-08-03,五",4440.98,4562.69,4438.96,4560.77,11511667100,1.74E+11
"2007-08-06,一",4600.12,4629.97,4564.31,4628.11,11170797800,1.68E+11
"2007-08-07,二",4642.01,4687.44,4581.29,4651.23,11618108400,1.80E+11
"2007-08-08,三",4614.59,4711.32,4568.7,4663.16,11890916100,1.59E+11
"2007-08-09,四",4658.59,4768.89,4658.59,4754.1,9766019600,1.38E+11
"2007-08-10,五",4745.18,4769.62,4640.77,4749.37,10186705700,1.47E+11
"2007-08-13,一",4768.62,4872.55,4728.89,4820.06,11418471300,1.62E+11
"2007-08-14,二",4820.15,4876.85,4789.9,4872.79,8856820700,1.28E+11
"2007-08-15,三",4875.51,4916.31,4762.72,4869.88,9050967500,1.31E+11
"2007-08-16,四",4845.02,4845.02,4710.31,4765.45,9053841000,1.28E+11
"2007-08-17,五",4733.14,4814.37,4646.43,4656.57,9115904800,1.34E+11
"2007-08-20,一",4773.83,4906,4758.4,4904.85,9915293600,1.45E+11
"2007-08-21,二",4944.21,4982.98,4917.82,4955.21,10420410800,1.56E+11
"2007-08-22,三",4876.35,4999.2,4861.27,4980.08,10811093700,1.62E+11
"2007-08-23,四",5002.84,5050.38,4968.33,5032.49,9930942700,1.53E+11
"2007-08-24,五",5070.65,5125.36,5052.24,5107.67,10899563400,1.65E+11
"2007-08-27,一",5144.82,5192.06,5092.08,5150.12,11615424300,1.76E+11
"2007-08-28,二",5134.14,5209.51,5058.45,5194.69,10543673900,1.67E+11
"2007-08-29,三",5147.71,5204.53,5063.41,5109.43,10082413900,1.62E+11
"2007-08-30,四",5144.11,5186.53,5109.66,5167.88,10121058400,1.55E+11
"2007-08-31,五",5184.09,5235.16,5158.37,5218.83,10355626100,1.57E+11
"2007-09-03,一",5257.78,5327.54,5257.78,5321.06,12577964800,1.89E+11
"2007-09-04,二",5333.4,5357.93,5265,5294.05,12042636700,1.86E+11
"2007-09-05,三",5296.07,5337.93,5223.67,5310.72,9624062400,1.51E+11
"2007-09-06,四",5336.67,5412.32,5314.34,5393.66,10698796500,1.65E+11
"2007-09-07,五",5381.19,5405.36,5269.25,5277.18,11984102800,1.87E+11
"2007-09-10,一",5208.32,5356.86,5169.91,5355.29,10236823300,1.53E+11
"2007-09-11,二",5362.94,5395.04,5093.92,5113.97,11005526100,1.70E+11
"2007-09-12,三",5092.58,5192.3,5025.34,5172.63,9705885400,1.49E+11
"2007-09-13,四",5193.41,5276.77,5178.87,5273.59,8655021500,1.41E+11
"2007-09-14,五",5290.26,5324.44,5201.85,5312.18,9467391200,1.52E+11
"2007-09-17,一",5309.06,5427.17,5307.77,5421.39,10563860900,1.67E+11
"2007-09-18,二",5446.73,5458.58,5339.92,5425.21,10269099300,1.68E+11
"2007-09-19,三",5439.02,5447.36,5336.07,5395.27,8972550000,1.50E+11
"2007-09-20,四",5408.48,5482.43,5396.11,5470.06,8654720400,1.43E+11
"2007-09-21,五",5482.51,5489.07,5363.35,5454.67,9283880800,1.51E+11
"2007-09-24,一",5469.84,5506.06,5404.42,5485.01,8179847100,1.42E+11
"2007-09-25,二",5500.27,5509.23,5396.48,5425.88,9650957800,1.42E+11
"2007-09-26,三",5407.83,5463.9,5320.02,5338.52,6360858500,1.06E+11
"2007-09-27,四",5338.11,5411.19,5306.82,5409.4,5888429900,96153707000
"2007-09-28,五",5461.58,5560.42,5461.58,5552.3,8063128400,1.39E+11
"2007-10-08,一",5683.31,5729.96,5620,5692.76,9598308200,1.56E+11
"2007-10-09,二",5678.91,5725.41,5628.35,5715.89,8328903000,1.62E+11
"2007-10-10,三",5742.65,5860.86,5727.24,5771.46,9244534300,1.65E+11
"2007-10-11,四",5798.39,5914.77,5755.99,5913.23,9470965600,1.78E+11
"2007-10-12,五",5950.9,5959.36,5658.81,5903.26,11914843100,2.19E+11
"2007-10-15,一",5934.78,6039.04,5866.13,6030.09,9870744100,1.93E+11
"2007-10-16,二",6056.95,6124.04,6040.71,6092.06,8815215900,1.64E+11
"2007-10-17,三",6057.43,6088.89,5982.2,6036.28,7131258700,1.34E+11
"2007-10-18,四",6031.92,6055.47,5804.97,5825.28,6980542500,1.30E+11
"2007-10-19,五",5869.12,5932.11,5766.86,5818.05,5522489100,1.03E+11
"2007-10-22,一",5742.79,5804.84,5654.91,5667.33,5443367400,95560238000
"2007-10-23,二",5660.07,5776.02,5574.84,5773.39,5845396800,1.01E+11
"2007-10-24,三",5804.02,5906.7,5793.56,5843.11,6029283000,1.09E+11
"2007-10-25,四",5794.22,5819.88,5546.04,5562.39,7171444700,1.20E+11
"2007-10-26,五",5498.86,5628.83,5462.01,5589.63,5151917400,87405045000
"2007-10-29,一",5641.98,5750.25,5617.98,5748,5016440100,82105126000
"2007-10-30,二",5769.2,5899.65,5701.34,5897.19,5427881900,90650586000
"2007-10-31,三",5984.71,6002.12,5871.48,5954.77,7102956300,1.19E+11
"2007-11-01,四",5978.94,6005.13,5912.5,5914.29,6488510200,1.11E+11
"2007-11-02,五",5812.47,5860.59,5740.4,5777.81,5954159500,1.06E+11
"2007-11-05,一",5748.18,5787.23,5603.47,5634.45,6413259500,1.55E+11
"2007-11-06,二",5593.35,5649.75,5510.16,5536.57,4506803800,83589505000
"2007-11-07,三",5565.65,5610.95,5469.76,5601.78,4273032800,76304024000
"2007-11-08,四",5559.15,5559.15,5328.2,5330.02,4892466100,83761375000
"2007-11-09,五",5276.01,5382.7,5217.63,5315.54,4734126200,80762049000
"2007-11-12,一",5181.18,5250.09,5032.58,5187.74,5258270200,87430687000
"2007-11-13,二",5239.34,5311.7,5085.44,5158.12,4923731500,83044466000
"2007-11-14,三",5246.57,5414.61,5165.06,5412.69,5099288000,88064090000
"2007-11-15,四",5391.02,5453.74,5338.91,5365.27,4781941800,80951217000
"2007-11-16,五",5273.08,5335.51,5224.31,5316.27,3738733100,61636813000
"2007-11-19,一",5325.3,5333.09,5240.42,5269.82,4109773000,63156668000
"2007-11-20,二",5230.74,5338.17,5158.54,5293.7,4905739800,79327370000
"2007-11-21,三",5307.79,5344.93,5206.57,5214.23,4123160800,66088548000
"2007-11-22,四",5113.88,5154.86,4969.89,4984.16,4037032900,64731749000
"2007-11-23,五",4946.26,5034.23,4896.99,5032.13,3087296100,50207938000
"2007-11-26,一",5102.53,5124.89,4952.43,4958.85,3675579600,60473397000
"2007-11-27,二",4919.91,4947.08,4857.04,4861.11,3083386400,52767856000
"2007-11-28,三",4870.84,4907.76,4778.73,4803.39,3275675700,53258090000
"2007-11-29,四",4870.86,5011.19,4814.78,5003.33,5007154400,81196484000
"2007-11-30,五",4993.74,4993.74,4861.86,4871.78,4331466200,70500393000
"2007-12-03,一",4838.56,4899.67,4798.01,4868.61,5375077500,70035318000
"2007-12-04,二",4882.15,4971.4,4882.15,4915.89,4283576500,60774976000
"2007-12-05,三",4917.37,5052.75,4893.32,5042.65,5429978600,79741842000
"2007-12-06,四",5055.84,5065.51,4995.47,5035.07,4315931000,64467198000
"2007-12-07,五",5038.48,5096.8,5021.37,5091.76,4996157400,71663449000
"2007-12-10,一",5010.83,5168.76,4990.72,5161.92,6881788800,1.07E+11
"2007-12-11,二",5180.54,5209.71,5103.75,5175.08,6684842600,1.06E+11
"2007-12-12,三",5148.25,5149.93,5054.56,5095.54,7215622700,1.13E+11
"2007-12-13,四",5078.18,5095.15,4954.36,4958.04,6728332300,1.05E+11
"2007-12-14,五",4899.75,5011.2,4860.16,5007.91,5305272600,81629334000
"2007-12-17,一",5007.29,5007.35,4874.62,4876.76,6354672100,1.02E+11
"2007-12-18,二",4856.47,4905.49,4812.16,4836.17,4055804700,64859941000
"2007-12-19,三",4878.07,4960.42,4868.35,4941.78,5627577400,86406307000
"2007-12-20,四",4965.29,5050.79,4923.3,5043.54,5774268800,87842464000
"2007-12-21,五",5017.2,5112.39,5013.76,5101.78,6614270400,1.03E+11
"2007-12-24,一",5132.91,5284.34,5104.65,5234.26,8508012800,1.40E+11
"2007-12-25,二",5233.18,5254.41,5178.8,5201.18,7102362300,1.25E+11
"2007-12-26,三",5209.04,5262.59,5158.76,5233.35,7445862700,1.23E+11
"2007-12-27,四",5248.22,5316.52,5203.5,5308.89,8732418300,1.47E+11
"2007-12-28,五",5320.01,5336.5,5248.69,5261.56,7718689600,1.34E+11
"2008-01-02,三",5265,5295.02,5201.89,5272.81,7656659800,1.33E+11
"2008-01-03,四",5269.8,5321.46,5211.05,5319.86,9851015400,1.70E+11
"2008-01-04,五",5328.41,5372.46,5318.46,5361.57,8087519100,1.46E+11
"2008-01-07,一",5357.45,5403.35,5332.6,5393.34,9193284100,1.62E+11
"2008-01-08,二",5414.56,5480.07,5344.65,5386.53,10247786200,1.85E+11
"2008-01-09,三",5365.22,5437.76,5346.85,5435.81,7680586100,1.39E+11
"2008-01-10,四",5449.16,5483.83,5407.31,5456.54,9655328400,1.74E+11
"2008-01-11,五",5471.39,5500.06,5423.81,5484.68,8772475000,1.56E+11
"2008-01-14,一",5507.58,5522.78,5456.93,5497.9,7871408600,1.42E+11
"2008-01-15,二",5503.93,5505.04,5405.6,5443.79,8071935600,1.52E+11
"2008-01-16,三",5395.28,5396.04,5288.77,5290.61,8927834000,1.62E+11
"2008-01-17,四",5235.91,5312.29,5039.79,5151.63,9894195200,1.75E+11
"2008-01-18,五",5141.37,5187.6,5093.13,5180.51,6863557000,1.18E+11
"2008-01-21,一",5188.8,5200.93,4891.29,4914.44,7564372900,1.30E+11
"2008-01-22,二",4818,4818,4511.95,4559.75,9249135000,1.55E+11
"2008-01-23,三",4572.9,4705.07,4510.5,4703.05,8796397200,1.40E+11
"2008-01-24,四",4753.45,4767.8,4625.46,4717.73,9003805100,1.49E+11
"2008-01-25,五",4716.98,4806.89,4657.71,4761.69,7792837000,1.29E+11
"2008-01-28,一",4720.56,4720.56,4409.08,4419.29,6935025700,1.09E+11
"2008-01-29,二",4426.27,4517.6,4389.52,4457.94,5035619400,79564816000
"2008-01-30,三",4505.64,4554.34,4330.7,4417.85,5508003600,92566887000
"2008-01-31,四",4408.02,4487.32,4368.3,4383.39,4514155700,76189312000
"2008-02-01,五",4388.25,4411.7,4195.75,4320.77,5930714200,96452528000
"2008-02-04,一",4415.02,4672.21,4415.02,4672.17,6337457700,1.09E+11
"2008-02-05,二",4622.54,4662.97,4550.43,4599.7,5261968300,93410147000
"2008-02-13,三",4525.03,4547.54,4454.64,4490.72,3691415000,61549818000
"2008-02-14,四",4527.05,4576.98,4507.94,4552.32,3491300500,57516976000
"2008-02-15,五",4523.79,4523.79,4431.46,4497.13,4138651500,66980796000
"2008-02-18,一",4546.75,4601.22,4517.6,4568.15,5582460900,92538618000
"2008-02-19,二",4582.28,4665.55,4544.94,4664.3,6066318700,1.03E+11
"2008-02-20,三",4682.59,4695.8,4556.81,4567.03,6647465200,1.15E+11
"2008-02-21,四",4534.17,4568.21,4452.68,4527.18,6130914700,1.00E+11
"2008-02-22,五",4500.39,4500.39,4333.03,4370.29,6760198300,1.10E+11
"2008-02-25,一",4370.19,4391.33,4182.77,4192.53,5881193400,93047459000
"2008-02-26,二",4302.74,4331.64,4123.31,4238.18,5568663100,89872770000
"2008-02-27,三",4256.53,4360.7,4222.46,4334.05,5052499100,82967322000
"2008-02-28,四",4343.28,4344.93,4265.5,4299.51,4792225200,75527784000
"2008-02-29,五",4293.53,4364.81,4275.9,4348.54,4783538300,75515513000
"2008-03-03,一",4323.7,4456.96,4279.35,4438.27,7851384000,1.25E+11
"2008-03-04,二",4454.18,4472.15,4321.27,4335.45,8695651500,1.36E+11
"2008-03-05,三",4316.25,4352.82,4210.96,4292.65,7410967900,1.14E+11
"2008-03-06,四",4310.35,4427.5,4260.79,4360.99,8493214400,1.33E+11
"2008-03-07,五",4315.81,4341.3,4265.83,4300.52,5674740200,92203521000
"2008-03-10,一",4265.61,4265.61,4120.53,4146.3,6568220400,97355257000
"2008-03-11,二",4121.65,4165.92,4063.47,4165.88,5133343800,79620807000
"2008-03-12,三",4254.67,4272.98,4068.78,4070.12,5722445700,88663903000
"2008-03-13,四",4033.32,4055.45,3902.25,3971.26,6365340000,96343796000
"2008-03-14,五",3956.75,4000.78,3891.7,3962.67,4140725600,64286805000
"2008-03-17,一",3941.26,3941.26,3813,3820.05,4910027200,73613176000
"2008-03-18,二",3789.57,3862.77,3607.25,3668.9,5786100000,79535892000
"2008-03-19,三",3746.05,3813.89,3677.82,3761.61,6158664200,88277827000
"2008-03-20,四",3721.5,3857.62,3516.33,3804.05,7326269300,1.06E+11
"2008-03-21,五",3790.11,3838.06,3746.4,3796.58,6509346400,96409712000
"2008-03-24,一",3830.35,3840.48,3624.94,3626.19,5895967700,88537601000
"2008-03-25,二",3559.94,3659.21,3521.53,3629.62,5276533600,77829673000
"2008-03-26,三",3644.13,3698.33,3591.11,3606.86,4625181700,70507849000
"2008-03-27,四",3541.28,3541.28,3407.9,3411.49,5506986500,76938808000
"2008-03-28,五",3378.63,3590.75,3357.23,3580.15,6329168300,90291919000
"2008-03-31,一",3465.91,3555.82,3445.56,3472.71,4711346800,66825473000
"2008-04-01,二",3461.09,3493.13,3308.9,3329.16,5483137500,73093942000
"2008-04-02,三",3370.6,3464.53,3283.64,3347.88,6548728500,86430288000
"2008-04-03,四",3323.43,3456.95,3271.29,3446.24,5088922400,66413044000
"2008-04-07,一",3418.52,3613.48,3386.51,3599.62,6099453600,84589696000
"2008-04-08,二",3604.26,3656.96,3563.85,3612.54,6548482300,92719515000
"2008-04-09,三",3585.85,3606.89,3413.07,3413.91,5985204900,81203386000
"2008-04-10,四",3378.14,3474.31,3344.87,3471.74,4545514900,59699251000
"2008-04-11,五",3498.56,3517.82,3462.14,3492.89,4328424400,58985569000
"2008-04-14,一",3419.05,3427.88,3285.3,3296.67,5031170500,66952393000
"2008-04-15,二",3282.57,3349.76,3212.15,3348.35,4466845700,59030368000
"2008-04-16,三",3349.93,3363.22,3283.08,3291.6,4009118400,53205727000
"2008-04-17,四",3286.41,3352.95,3180.2,3222.74,4584330400,62507958000
"2008-04-18,五",3200.57,3203.71,3078.17,3094.67,4366534200,54581267000
"2008-04-21,一",3305.15,3305.17,3073.56,3116.98,5995529200,79571085000
"2008-04-22,二",3076.72,3148.73,2990.79,3147.79,4878741300,58797233000
"2008-04-23,三",3116.41,3296.72,3089.89,3278.33,6623512500,86113923000
"2008-04-24,四",3539.87,3593.2,3461.64,3583.03,14206627000,1.90E+11
"2008-04-25,五",3572.55,3658.55,3527.84,3557.75,12962102000,1.85E+11
"2008-04-28,一",3497.38,3530.91,3460.26,3474.72,7574497500,1.09E+11
"2008-04-29,二",3457.35,3544.23,3453.28,3523.41,6717524900,99574311000
"2008-04-30,三",3545.57,3705.09,3543.02,3693.11,10761770700,1.56E+11
"2008-05-05,一",3739.8,3768.22,3696.7,3761.01,9969691500,1.48E+11
"2008-05-06,二",3735.85,3786.02,3680.99,3733.5,9893224800,1.48E+11
"2008-05-07,三",3716.45,3774.07,3577.99,3579.15,9049714200,1.34E+11
"2008-05-08,四",3538.92,3658.05,3523.03,3656.84,7517324200,1.09E+11
"2008-05-09,五",3682.96,3693.16,3552.47,3613.49,8789842400,1.29E+11
"2008-05-12,一",3548.61,3668.86,3521.88,3626.98,7989122000,1.17E+11
"2008-05-13,二",3515.71,3615.06,3508.32,3560.24,9074717700,1.23E+11
"2008-05-14,三",3549.67,3661.97,3549.67,3657.43,8859207800,1.22E+11
"2008-05-15,四",3676.84,3706.72,3636.22,3637.32,8395532200,1.13E+11
"2008-05-16,五",3637.64,3661.07,3582.5,3624.23,6481285200,89546567000
"2008-05-19,一",3615.59,3624.84,3563.61,3604.76,4845016400,67598479000
"2008-05-20,二",3601.55,3632.01,3432.38,3443.16,6637705200,88932320000
"2008-05-21,三",3414.34,3560.53,3355.08,3544.19,7364107600,96569945000
